CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,CLTV,Tenure Group,Actual Churn,Churn Probability,Predicted Churn,Churn Probability %,Risk Level,Recommended Action
9050-QLROH,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,2931,13-24 Months,1,0.8017387660004327,1,80.17,High Risk,Contract upgrade + Security offer
2925-VDZHY,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.7,6501.35,4641,49+ Months,0,0.010395546421959235,0,1.04,Low Risk,Monitor
9512-UIBFX,Male,No,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.15,1779.95,4643,13-24 Months,1,0.808456676886077,1,80.85,High Risk,Contract upgrade + Security offer
8676-TRMJS,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.0,209.1,3190,0-12 Months,1,0.8036390580766005,1,80.36,High Risk,Contract upgrade + Security offer
3334-CTHOL,Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95,2041,0-12 Months,1,0.734668110450348,1,73.47,High Risk,Contract upgrade + Security offer
6331-LWDTQ,Male,No,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.15,794.25,2457,0-12 Months,1,0.7610347190669683,1,76.1,High Risk,Contract upgrade + Security offer
3847-BAERP,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.9,247.0,4905,0-12 Months,0,0.4226659906913099,0,42.27,Medium Risk,Monitor
4709-LKHYG,Female,No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,3800,25-48 Months,0,0.16098831028198354,0,16.1,Low Risk,Monitor
8621-MNIHH,Female,Yes,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,3217.55,3369,25-48 Months,1,0.8239511093851827,1,82.4,High Risk,Contract upgrade + Security offer
8884-ADFVN,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.95,700.85,2016,0-12 Months,1,0.9320319540986999,1,93.2,High Risk,Contract upgrade + Security offer
2885-HIJDH,Male,No,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.9,6194.1,4667,49+ Months,0,0.012386752613931936,0,1.24,Low Risk,Monitor
8570-KLJYJ,Female,No,No,No,36,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,54.45,1893.5,4462,25-48 Months,0,0.15435954364736582,0,15.44,Low Risk,Monitor
9339-FIIJL,Male,No,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,6450,49+ Months,0,0.06882435469036027,0,6.88,Low Risk,Monitor
6223-DHJGV,Female,No,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.65,958.1,5956,25-48 Months,0,0.07684342107936708,0,7.68,Low Risk,Monitor
0959-WHOKV,Male,No,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99.0,4298.45,2887,25-48 Months,0,0.48098175014895067,0,48.1,Medium Risk,Monitor
9610-WCESF,Male,No,No,No,67,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,43.9,3097.2,6344,49+ Months,0,0.04765807053153357,0,4.77,Low Risk,Monitor
9279-CJEOJ,Female,Yes,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,2025.1,5691,13-24 Months,0,0.8437494170406759,1,84.37,High Risk,Contract upgrade + Security offer
2985-FMWYF,Female,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.5,2341.55,4861,13-24 Months,0,0.8850670753545185,1,88.51,High Risk,Contract upgrade + Security offer
3540-RZJYU,Female,No,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.2,1270.2,5829,13-24 Months,1,0.7272315728262864,1,72.72,High Risk,Contract upgrade + Tech Support
2522-WLNSF,Female,Yes,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),64.2,2106.3,2225,25-48 Months,0,0.198992897215367,0,19.9,Low Risk,Monitor
6861-XWTWQ,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.25,665.45,2487,0-12 Months,1,0.9351334945381912,1,93.51,High Risk,Contract upgrade + Security offer
8735-NBLWT,Male,No,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,184.1,4195,0-12 Months,0,0.09938934447483284,0,9.94,Low Risk,Monitor
1744-JHKYS,Female,No,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,3421,25-48 Months,0,0.3087323102479041,0,30.87,Low Risk,Monitor
0841-NULXI,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,35.55,3958,0-12 Months,1,0.8787972899428822,1,87.88,High Risk,Contract upgrade + Security offer
4016-BJKTZ,Female,No,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.9,2809.05,4398,25-48 Months,0,0.4365463657264877,0,43.65,Medium Risk,Monitor
9298-WGMRW,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.5,8312.75,4697,49+ Months,0,0.17261707408292362,0,17.26,Low Risk,Monitor
7893-IXHRQ,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.55,20.55,5636,0-12 Months,1,0.5418185185914677,0,54.18,Medium Risk,Monitor
8785-CJSHH,Female,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,5985.75,6213,49+ Months,0,0.7617099875820436,1,76.17,High Risk,Contract upgrade + Security offer
7654-YWJUF,Male,No,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,4382,25-48 Months,0,0.2553395175436686,0,25.53,Low Risk,Monitor
8909-BOLNL,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.2,52.05,2088,0-12 Months,0,0.2402712757359327,0,24.03,Low Risk,Monitor
9919-FZDED,Male,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.1,5981.65,4671,49+ Months,0,0.0873980038126536,0,8.74,Low Risk,Monitor
0322-CHQRU,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,3478,0-12 Months,1,0.7002931577115894,1,70.03,High Risk,Contract upgrade + Security offer
3587-PMCOY,Male,No,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.9,1064.95,4614,0-12 Months,0,0.7149125855595905,1,71.49,High Risk,Promote Tech Support
0655-RBDUG,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,2561,0-12 Months,1,0.88098224128308,1,88.1,High Risk,Contract upgrade + Security offer
0983-TATYJ,Female,No,Yes,No,33,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,51.45,1758.9,4935,25-48 Months,0,0.22675130695091492,0,22.68,Low Risk,Monitor
5650-YLIBA,Male,No,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55,3031,25-48 Months,0,0.7465205205839542,1,74.65,High Risk,Contract upgrade + Security offer
5144-TVGLP,Male,Yes,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.75,3653.0,3654,25-48 Months,0,0.7829962134639037,1,78.3,High Risk,Contract upgrade + Security offer
3569-EDBPQ,Female,No,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.35,1938.05,2198,13-24 Months,0,0.6590769517322387,1,65.91,High Risk,Contract upgrade + Payment review
4945-RVMTE,Female,No,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45,3354,25-48 Months,0,0.49222587206586355,0,49.22,Medium Risk,Monitor
3511-BFTJW,Male,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),38.5,2763.0,4710,49+ Months,0,0.005732376297955548,0,0.57,Low Risk,Monitor
5537-UXXVS,Female,No,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,375.25,4137,13-24 Months,0,0.30315043193517677,0,30.32,Low Risk,Monitor
8782-NUUOL,Male,No,No,No,60,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,79.0,4801.1,4807,49+ Months,0,0.08059863011823566,0,8.06,Low Risk,Monitor
2865-TCHJW,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,5808,0-12 Months,1,0.907067709847222,1,90.71,High Risk,Contract upgrade + Security offer
9931-KGHOA,Female,No,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.0,2473.95,5928,25-48 Months,0,0.2663512533295084,0,26.64,Low Risk,Monitor
3071-MVJCD,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.3,5815.15,4162,49+ Months,0,0.03339227988811184,0,3.34,Low Risk,Monitor
7279-BUYWN,Female,Yes,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.2,4689.5,3380,25-48 Months,1,0.7287726861258474,1,72.88,High Risk,Contract upgrade + Tech Support
3756-VNWDH,Male,Yes,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.75,6674.65,4368,49+ Months,0,0.5084851607234404,0,50.85,Medium Risk,Monitor
1395-OFUWC,Male,No,Yes,Yes,43,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.3,1224.05,4741,25-48 Months,0,0.09753957769456918,0,9.75,Low Risk,Monitor
4223-BKEOR,Female,No,No,No,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,1336.8,3302,13-24 Months,0,0.23050917252725156,0,23.05,Low Risk,Monitor
0040-HALCW,Male,No,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,1090.6,6393,49+ Months,0,0.004777799536392473,0,0.48,Low Risk,Monitor
7124-UGSUR,Female,Yes,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,4412,49+ Months,1,0.4871267327761792,0,48.71,Medium Risk,Monitor
7395-XWZOY,Male,No,No,No,20,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55.0,1165.55,4481,13-24 Months,0,0.48513795926043646,0,48.51,Medium Risk,Monitor
5440-VHLUL,Male,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,7386.05,6247,49+ Months,0,0.3174054569939723,0,31.74,Low Risk,Monitor
4706-DGAHW,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.2,45.2,4576,0-12 Months,0,0.7190971049218651,1,71.91,High Risk,Contract upgrade + Security offer
8166-ORCHU,Male,Yes,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,93.55,3055.5,4414,25-48 Months,0,0.4743116445683833,0,47.43,Medium Risk,Monitor
3978-YNKDD,Male,No,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.85,467.5,2654,13-24 Months,0,0.0159852901644091,0,1.6,Low Risk,Monitor
7198-GLXTC,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.0,143.65,5239,0-12 Months,1,0.8602160232812308,1,86.02,High Risk,Contract upgrade + Security offer
6366-XIVKZ,Female,No,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.15,816.8,5916,13-24 Months,0,0.2511414742030117,0,25.11,Low Risk,Monitor
5133-POWUA,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,45.8,2614,0-12 Months,0,0.6946047797649285,1,69.46,High Risk,Contract upgrade + Security offer
8400-WZICQ,Female,No,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.7,3131.8,4149,49+ Months,0,0.047927613389916066,0,4.79,Low Risk,Monitor
5382-SOYZL,Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6,3729,13-24 Months,0,0.8835963104430348,1,88.36,High Risk,Contract upgrade + Security offer
1989-PRJHP,Male,Yes,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1893.95,2377,25-48 Months,1,0.8266361863151295,1,82.66,High Risk,Contract upgrade + Security offer
4154-AQUGT,Male,Yes,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.05,1169.35,3861,13-24 Months,1,0.773872948479023,1,77.39,High Risk,Contract upgrade + Security offer
0980-FEXWF,Male,No,Yes,Yes,26,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,50.35,1285.8,3386,25-48 Months,0,0.06714787782784032,0,6.71,Low Risk,Monitor
5845-BZZIB,Male,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,655.3,4517,25-48 Months,0,0.011098306394354758,0,1.11,Low Risk,Monitor
4840-ORQXB,Female,Yes,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.75,5841.35,5128,49+ Months,0,0.6623509662925701,1,66.24,High Risk,Contract upgrade + Security offer
0295-PPHDO,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,95.45,5962,0-12 Months,1,0.9334479956624115,1,93.34,High Risk,Contract upgrade + Security offer
8775-ERLNB,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.3,74.3,2968,0-12 Months,0,0.8958976878949172,1,89.59,High Risk,Contract upgrade + Security offer
0376-YMCJC,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,1943.2,4359,13-24 Months,1,0.7945958109234497,1,79.46,High Risk,Contract upgrade + Security offer
7410-YTJIK,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.45,480.75,2872,0-12 Months,1,0.7741779366665708,1,77.42,High Risk,Contract upgrade + Security offer
9927-DSWDF,Male,No,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.6,2180.55,2429,13-24 Months,0,0.7602855875432998,1,76.03,High Risk,Contract upgrade + Payment review
6681-ZSEXG,Male,No,Yes,No,56,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),59.5,3389.25,5477,49+ Months,0,0.07517949675251008,0,7.52,Low Risk,Monitor
5702-KVQRD,Male,No,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.55,5832.65,4668,49+ Months,0,0.0775797031998767,0,7.76,Low Risk,Monitor
8711-LOBKY,Male,No,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1188.25,6144,49+ Months,0,0.004019791333063811,0,0.4,Low Risk,Monitor
9692-TUSXH,Female,No,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,5581,13-24 Months,1,0.8146337510829496,1,81.46,High Risk,Contract upgrade + Tech Support
4012-YCFAI,Male,No,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.35,3766.2,6174,49+ Months,0,0.03874659420909382,0,3.87,Low Risk,Monitor
8455-HIRAQ,Female,No,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,369.3,4909,0-12 Months,0,0.5679173802091578,0,56.79,Medium Risk,Monitor
7853-WNZSY,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.75,19.75,5809,0-12 Months,0,0.5246812686463693,0,52.47,Medium Risk,Monitor
0390-DCFDQ,Female,Yes,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,3964,0-12 Months,1,0.5498452009595148,0,54.98,Medium Risk,Monitor
6421-SZVEM,Female,No,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,2320.8,5802,25-48 Months,0,0.17342304542566167,0,17.34,Low Risk,Monitor
3094-JOJAI,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.15,1387.0,2643,13-24 Months,0,0.7184028590933058,1,71.84,High Risk,Contract upgrade + Security offer
4873-ILOLJ,Male,No,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.35,2238.5,5546,13-24 Months,1,0.8487239787492786,1,84.87,High Risk,Contract upgrade + Security offer
8181-YHCMF,Female,No,Yes,No,68,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109.0,4864,49+ Months,0,0.06793585476552001,0,6.79,Low Risk,Monitor
3324-OIRTO,Male,No,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,7288.4,6101,49+ Months,0,0.07016555991456108,0,7.02,Low Risk,Monitor
9135-HSWOC,Male,No,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.7,1274.05,5431,49+ Months,0,0.004215822007788714,0,0.42,Low Risk,Monitor
2272-WUSPA,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.75,7751.7,4848,49+ Months,0,0.27997277275528076,0,28.0,Low Risk,Monitor
4627-MIHJH,Female,Yes,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,7467.55,4948,49+ Months,0,0.11592749152443209,0,11.59,Low Risk,Monitor
3896-RCYYE,Female,No,No,No,67,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.4,3579.15,5990,49+ Months,0,0.26112998702726525,0,26.11,Low Risk,Monitor
6729-GDNGC,Female,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.7,1614.2,3111,13-24 Months,0,0.6884903996540663,1,68.85,High Risk,Contract upgrade + Security offer
9945-PSVIP,Female,No,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.7,383.65,2289,25-48 Months,0,0.022202761053634182,0,2.22,Low Risk,Monitor
4137-JOPHL,Female,No,No,No,50,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),89.7,4304.5,5306,49+ Months,0,0.1765113647101928,0,17.65,Low Risk,Monitor
2720-FVBQP,Female,No,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95,273.25,3061,0-12 Months,0,0.37669305451327034,0,37.67,Low Risk,Monitor
7854-EKTJL,Female,No,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.6,35.85,2843,0-12 Months,1,0.2221662730260926,0,22.22,Low Risk,Monitor
1133-KXCGE,Female,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,407.05,2910,13-24 Months,0,0.1420121738776729,0,14.2,Low Risk,Monitor
6048-QBXKL,Female,Yes,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.55,118.25,2069,0-12 Months,0,0.6962781510015958,1,69.63,High Risk,Contract upgrade + Security offer
6338-AVWCY,Male,No,No,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.15,130.75,4710,0-12 Months,1,0.814700332044815,1,81.47,High Risk,Contract upgrade + Security offer
0013-MHZWF,Female,No,No,Yes,9,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.4,571.45,5108,0-12 Months,0,0.26858709847884643,0,26.86,Low Risk,Monitor
9804-ICWBG,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,3349,0-12 Months,1,0.8708778475191393,1,87.09,High Risk,Contract upgrade + Security offer
2368-GAKKQ,Female,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,7939.25,6424,49+ Months,0,0.14650833488104067,0,14.65,Low Risk,Monitor
4829-AUOAX,Female,No,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.05,4399.5,2712,25-48 Months,1,0.6375143289165878,1,63.75,High Risk,Contract upgrade + Security offer
7876-BEUTG,Female,No,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,720.1,2577,13-24 Months,0,0.632727684538755,1,63.27,High Risk,Contract upgrade + Security offer
6349-JDHQP,Female,No,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1049.6,6338,49+ Months,0,0.01863327070372824,0,1.86,Low Risk,Monitor
3063-QFSZL,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.4,55.4,2294,0-12 Months,1,0.8000000919323702,1,80.0,High Risk,Contract upgrade + Security offer
